mac-address,name,password,email,gender
1102b5f9f1e15863e29b407ffa38381328b918a2,Subramani Pillay,qwerty769,subramani.pillay.2014@business.smu.edu.sg,F
1101a209dfff68c311abdeed8b0bbced97c60da6,Subrahmanyam Pillay,qwerty768,subrahmanyam.pillay.2010@business.smu.edu.sg,F
0531e66fca198507e3134285f71455235e18796f,Stuart Kong,zxcvbn1695,stuart.kong.2011@sis.smu.edu.sg,M
0531bece0e933fcf7569e5dee51664d8696357c3,Stewart Kong,zxcvbn1694,stewart.kong.2011@sis.smu.edu.sg,M
052e49ef3d3e08d33631d1c06390a23afee85aca,Steven Kong,zxcvbn1693,steven.kong.2012@sis.smu.edu.sg,M
052cf89805159224782292fecfd0073a230bbd99,Stephen Kong,zxcvbn1692,stephen.kong.2012@sis.smu.edu.sg,M
0b525d7e76f22327bc14c5563fe88e2d3ab07b2d,Stephanie LAM,zxcvbn2223,stephanie.lam.2014@sis.smu.edu.sg,F
0b4d4b19ed3b696e5ea2118b0713cb4e12f8a1d1,Stella LAM,zxcvbn2222,stella.lam.2014@sis.smu.edu.sg,F
0b5172e86f6d996f9fde8bece380c2fefda71785,Stefanie LAM,zxcvbn2221,stefanie.lam.2014@sis.smu.edu.sg,F
052c66daf4ee70bd959cd2e4bc90ee6cf963055c,Stanley Kong,zxcvbn1691,stanley.kong.2013@sis.smu.edu.sg,M
11011905e03de2e2ba22fd9ac79f7ead0efc5bad,Sriram Pillay,qwerty767,sriram.pillay.2011@business.smu.edu.sg,F
10fc9e2ebe520afbcb7933feaa2ca8bc2f093521,Sripathi Pillay,qwerty766,sripathi.pillay.2012@business.smu.edu.sg,F
10fa9bc73522f80cece9a8dc0bc00def4cf16dbc,Srinivas Pillay,qwerty765,srinivas.pillay.2010@business.smu.edu.sg,F
10f381424ee4691ac6b3cfcf5815344a425000ff,Srinath Pillay,qwerty764,srinath.pillay.2011@business.smu.edu.sg,F
10f1c9734fc7a7554ed1e0079c8dcfc693e36576,Srikanth Pillay,qwerty763,srikanth.pillay.2012@business.smu.edu.sg,F
10f1bb576635c648a7d4a23f530ca1de0fd73c01,Srihith Pillay,qwerty762,srihith.pillay.2010@business.smu.edu.sg,F
10ef4433036d0d433fab488bffa71e7871cb3de0,Sridhar Pillay,qwerty761,sridhar.pillay.2011@business.smu.edu.sg,F
10ed04329e5e335160444da2abf5c6074b262b18,Sravan Pillay,qwerty760,sravan.pillay.2012@business.smu.edu.sg,F
12269fcb61a2616e581c7d424c6d743b9a01ed4d,SP kunalan Pillay,qwerty866,sp kunalan.pillay.2013@business.smu.edu.sg,F
10ea00ab45e63b455f0fb1bf5ebfd4ae9564beff,Sowjanya Pillay,qwerty759,sowjanya.pillay.2010@business.smu.edu.sg,F
10e7538d26888eca03736a8d95107b968b4950b2,Soumya Pillay,qwerty758,soumya.pillay.2011@business.smu.edu.sg,F
10e5fca3f6de1ff52dd3d6ca1c87f9ad3a2c6153,Soumitra Pillay,qwerty757,soumitra.pillay.2012@business.smu.edu.sg,F
10e39d501ee63ea9b7ed0f07620c0b0b174aafc6,Soumen Pillay,qwerty756,soumen.pillay.2013@business.smu.edu.sg,F
0b4accd07d924e320f324f4361f534d9ab75e974,Sophy LAM,zxcvbn2220,sophy.lam.2014@sis.smu.edu.sg,F
0b41fb61c818766e28638d129a9a0919b1b4b592,Sophie LAM,zxcvbn2219,sophie.lam.2013@sis.smu.edu.sg,F
0b415b43137830b469b72afc6bd1ff8927b97a70,Sophia LAM,zxcvbn2218,sophia.lam.2011@sis.smu.edu.sg,F
10de76b71a0495eab52683b7467f946c11af80c6,Sooraj Pillay,qwerty755,sooraj.pillay.2013@business.smu.edu.sg,F
0b3e64ea731a6ac6bdfeba3885f47a4022478db1,Sonya LAM,zxcvbn2217,sonya.lam.2010@sis.smu.edu.sg,F
0b3d2038e7a4db7503867c6536264ef0c3e1395e,Sonia LAM,zxcvbn2216,sonia.lam.2011@sis.smu.edu.sg,F
10dd55506909f7d1046557631253e13677cdcf99,Soma Pillay,qwerty754,soma.pillay.2013@business.smu.edu.sg,F
052408d5ce0c334c8a2c7677799dd565dd3ff32d,Solomon Kong,zxcvbn1690,solomon.kong.2013@sis.smu.edu.sg,M
10d7b88102ca0bfe99bc147f042ebc36a8cda644,Soheb Pillay,qwerty753,soheb.pillay.2013@business.smu.edu.sg,F
0b3b86412ac538faf05cd4b6f47faf9e6a8d7eb4,Sofia LAM,zxcvbn2215,sofia.lam.2012@sis.smu.edu.sg,F
10d580b5d3473b1a580628c4b8eb967ab94b50cb,Snigdha Pillay,qwerty752,snigdha.pillay.2013@business.smu.edu.sg,F
10d3f09156da4ed200959928100126ca39edd5d0,Sneha Pillay,qwerty751,sneha.pillay.2013@business.smu.edu.sg,F
10d116790c5f93fc1b021936496d6bd5682cbc6b,Smitha Pillay,qwerty750,smitha.pillay.2013@business.smu.edu.sg,F
12333dc61fbeeb79ab4f13f39677a8f2c2660115,Siva Pillay,qwerty868,siva.pillay.2013@business.smu.edu.sg,F
10c9454263312114b9b7c22d6fcc4f8ae79fdf14,Sitaram Pillay,qwerty749,sitaram.pillay.2013@business.smu.edu.sg,F
10c8dd1a662952550b0f343f7364f29e828a4bc6,Sita Pillay,qwerty748,sita.pillay.2013@business.smu.edu.sg,F
05201df83df5af34859f0f8b289b4b5864358e77,Sinclair Kong,zxcvbn1689,sinclair.kong.2013@sis.smu.edu.sg,M
0b3b23d1dfce42d66064d738be2cd07a5dc2afbe,Simone LAM,zxcvbn2214,simone.lam.2013@sis.smu.edu.sg,F
0b34b1eb9f89b5e588b3b090af5d7f436239e065,Simona LAM,zxcvbn2213,simona.lam.2013@sis.smu.edu.sg,F
051e90c98fe8953d4f68641391bca2cc072857c0,Simon Kong,zxcvbn1688,simon.kong.2013@sis.smu.edu.sg,M
0b286476ff1db5386de2b8563503d75291b5b8fa,Silvya LAM,zxcvbn2212,silvya.lam.2013@sis.smu.edu.sg,F
0b28009c18c4d3a70e649dd1920953442adb3c88,Silvia LAM,zxcvbn2211,silvia.lam.2014@sis.smu.edu.sg,F
051e0844136aa43afb38047b77e0f555ae6b34ad,Silas Kong,zxcvbn1687,silas.kong.2014@sis.smu.edu.sg,M
051dcd78fcbf4a76498b5868369138fd315811e3,Sidney Kong,zxcvbn1686,sidney.kong.2014@sis.smu.edu.sg,M
10c5112bea447ccccc27b02129b6a6d84ea970ba,Siddhartha Pillay,qwerty747,siddhartha.pillay.2013@business.smu.edu.sg,F
10c2c675458fc3a7db3892e00a0befddb42df07e,Siddharth Pillay,qwerty746,siddharth.pillay.2013@business.smu.edu.sg,F
0b27992b2f32bcf599145be3e6afb250430a1118,Sibyl LAM,zxcvbn2210,sibyl.lam.2014@sis.smu.edu.sg,F
10c0499e690de026b0c435bee65c0946bdc12e67,Shyamala Pillay,qwerty745,shyamala.pillay.2013@business.smu.edu.sg,F
10bdc3e94f5f89b5fd041cfdb673136b50b2a004,Shyam Pillay,qwerty744,shyam.pillay.2013@business.smu.edu.sg,F
10bb2ac2c29447858088423479e5b65539449605,Shweta Pillay,qwerty743,shweta.pillay.2013@business.smu.edu.sg,F
10b82c6f8783de84c99fd0f507ac77599b19dbfc,Shunmugha Priya Pillay,qwerty742,shunmugha priya.pillay.2014@business.smu.edu.sg,F
10b44fad3c2a07351d858d63eac101edddbc6f52,Shuili Pillay,qwerty741,shuili.pillay.2014@business.smu.edu.sg,F
10ae2175bfe9330b7473f3334b9f423dda7f8ab2,Shubhashree Pillay,qwerty740,shubhashree.pillay.2010@business.smu.edu.sg,F
10ac64db48e3c604c8bab4f88dc5ac084e1141e9,Shubhada Pillay,qwerty739,shubhada.pillay.2011@business.smu.edu.sg,F
10a7789e0f108ea6daba5749310ad658e701bb7c,Shruti Pillay,qwerty738,shruti.pillay.2012@business.smu.edu.sg,F
109b2b0ec2f606b067821ff6944245c282bac3e5,Shrinivas Pillay,qwerty737,shrinivas.pillay.2010@business.smu.edu.sg,F
109845530f55cc42aa357bcf92d282ebaae8e02a,Shrinath Pillay,qwerty736,shrinath.pillay.2011@business.smu.edu.sg,F
1093d9bc798c45eea429132f8832f50a793fa645,Shridhar Pillay,qwerty735,shridhar.pillay.2012@business.smu.edu.sg,F
1092e23baac3851c418d02d13ca755b71024c1be,Shreyas Pillay,qwerty734,shreyas.pillay.2010@business.smu.edu.sg,F
109194f6d5db7ec446c283767f110accff0a8319,Shreya Pillay,qwerty733,shreya.pillay.2011@business.smu.edu.sg,F
108f022675899dd1de747a2880646c96d90fb02e,Shreerang Pillay,qwerty732,shreerang.pillay.2012@business.smu.edu.sg,F
108dde9f7e9b70ef349f797b31d56090d4c4a487,Shreedhan Pillay,qwerty731,shreedhan.pillay.2010@business.smu.edu.sg,F
108d7a6b0c0ae122b8c1cd22da3f0d512ee8a994,Shree Pillay,qwerty730,shree.pillay.2011@business.smu.edu.sg,F
10897b71f2f6a4ef2463a640fdf913f9b3bbf203,Shraddha Pillay,qwerty729,shraddha.pillay.2012@business.smu.edu.sg,F
10893f14b6de6d6ee1d4e2c4d5cdaf11ddce03ca,Shobha Pillay,qwerty728,shobha.pillay.2013@business.smu.edu.sg,F
10882b691d8daeb07a36732765bad2da9deeb830,Shivranjani Pillay,qwerty727,shivranjani.pillay.2013@business.smu.edu.sg,F
1086dece5068f0b3918e855b688fed861c89e330,Shivankush Pillay,qwerty726,shivankush.pillay.2013@business.smu.edu.sg,F
10801617906b2fce912b7c9ea7c2e2aebdd96187,Shivani Pillay,qwerty725,shivani.pillay.2013@business.smu.edu.sg,F
107ec05b2b932e974c6db991c8d311d18f630e85,Shivam Pillay,qwerty724,shivam.pillay.2013@business.smu.edu.sg,F
107d0b4137151e7f130e593d4bde29014e1a9414,Shiva Pillay,qwerty723,shiva.pillay.2013@business.smu.edu.sg,F
0b26a825b789a6b0fe648ed604f0c5e1ff395295,Shirley LAM,zxcvbn2209,shirley.lam.2014@sis.smu.edu.sg,F
107abae2fb154116e5824731161e49e3f1ce12ed,Shirishgauri Pillay,qwerty722,shirishgauri.pillay.2013@business.smu.edu.sg,F
1079c5bd52e1c02634606caf64f8b473149e7358,Shilu Pillay,qwerty721,shilu.pillay.2013@business.smu.edu.sg,F
1071bc8c60d6552b19358fcdeb4c7e1c69e55588,Shilpi Pillay,qwerty720,shilpi.pillay.2013@business.smu.edu.sg,F
106952136b8bca716a9404ad8b1bfb2f115eaa16,Shilpa Pillay,qwerty719,shilpa.pillay.2013@business.smu.edu.sg,F
1068d400c110a57d728ffc0554ca0c7b0409cc36,Shiladitya Pillay,qwerty718,shiladitya.pillay.2013@business.smu.edu.sg,F
10659ded99f62f21912d2f86a6b89960788de9ae,Sheshikala Pillay,qwerty717,sheshikala.pillay.2013@business.smu.edu.sg,F
10640015964eeedd64b0d2285ca1d1ba95c1fdb4,Sheshi Pillay,qwerty716,sheshi.pillay.2013@business.smu.edu.sg,F
0b214f4ab809ec725e19b9be642508e6f444891d,Shelly LAM,zxcvbn2208,shelly.lam.2014@sis.smu.edu.sg,F
051db58471047c9c71233be545f73bb141d17d42,Sheldon Kong,zxcvbn1685,sheldon.kong.2010@sis.smu.edu.sg,M
1062154fc628c1e94eaec36c317b9b554734f5e8,Shekhar Pillay,qwerty715,shekhar.pillay.2013@business.smu.edu.sg,F
0b20679535ba848bb9e397c4fc1b6a73f678b228,Sheila LAM,zxcvbn2207,sheila.lam.2013@sis.smu.edu.sg,F
105c321fdf91400e105d105cb0804c16bdfab418,Shefali Pillay,qwerty714,shefali.pillay.2014@business.smu.edu.sg,F
10592781fdf8da872d35340fbd6f0d45ab7250df,Sheetal Pillay,qwerty713,sheetal.pillay.2014@business.smu.edu.sg,F
1059092953824f2e5c7588063f7d870d7fa90a9f,Sheela Pillay,qwerty712,sheela.pillay.2010@business.smu.edu.sg,F
10575cbe1fae8cec9426bbbfdc411a8875b1b7a9,Shauni Pillay,qwerty711,shauni.pillay.2011@business.smu.edu.sg,F
1050e1949e7a0ca789560a9157b836c4f2ad8bbe,Shaunak Pillay,qwerty710,shaunak.pillay.2012@business.smu.edu.sg,F
104d6ac6f3e5b81ffcc8179c598e8a4b846c3c20,Shashi Pillay,qwerty709,shashi.pillay.2010@business.smu.edu.sg,F
104d1e17c8b5790879065d3fe7e47de1a8d0e32d,Shashank Pillay,qwerty708,shashank.pillay.2011@business.smu.edu.sg,F
0b202be6a1645c39fd2468a61568e43238e8bd2d,Sharon LAM,zxcvbn2206,sharon.lam.2011@sis.smu.edu.sg,F
104a21b7fdab4a7bb01ec43ba814cddca1687f9c,Sharmeela Pillay,qwerty707,sharmeela.pillay.2012@business.smu.edu.sg,F
1047bbf6e04af6ca4c70dab2a7755840f22df0ef,Sharath Pillay,qwerty706,sharath.pillay.2010@business.smu.edu.sg,F
1043281aafab782f9337926e5b63316e0553a650,Sharada Pillay,qwerty705,sharada.pillay.2011@business.smu.edu.sg,F
10414e437da89baf2c16eec693dd1bd6350048eb,Sharad Pillay,qwerty704,sharad.pillay.2012@business.smu.edu.sg,F
10414526d9c362a69d9decd1e44bedad86724855,Shanti Pillay,qwerty703,shanti.pillay.2010@business.smu.edu.sg,F
103d3bf8af53d45a9b469d1cb49068c8a23102e1,Shanta Pillay,qwerty702,shanta.pillay.2011@business.smu.edu.sg,F
1038b4fa8777ece2cc930b2b84d0c300e91d98c6,Shankar Pillay,qwerty701,shankar.pillay.2012@business.smu.edu.sg,F
051b76996e03831b97be94b6003fd9c086d674fc,Shane Kong,zxcvbn1684,shane.kong.2011@sis.smu.edu.sg,M
0517b43f0b47147e95cdfc097c64854fac7f9165,Shamus Kong,zxcvbn1683,shamus.kong.2011@sis.smu.edu.sg,M
10330a60b0405e58df2e10801c92fe0aec75546f,Shamsunder Pillay,qwerty700,shamsunder.pillay.2013@business.smu.edu.sg,F
102f30e6bc654d88cea6e1a64a7b099f80719bfd,Shamira Pillay,qwerty699,shamira.pillay.2013@business.smu.edu.sg,F
102f07ef4c6c4c0ef8d8d651cd5f6e58f925f7e0,Shalmali Pillay,qwerty698,shalmali.pillay.2013@business.smu.edu.sg,F
102cfbc9a8f1d8c7c146ec9af0f0e075f8f26886,Shalaka Pillay,qwerty697,shalaka.pillay.2013@business.smu.edu.sg,F
1023efe248952007edc9de889859e9f39f807972,Shailendra Pillay,qwerty696,shailendra.pillay.2013@business.smu.edu.sg,F
102376f7b673142451a3001eb3378f60d061b662,Shailaja Pillay,qwerty695,shailaja.pillay.2013@business.smu.edu.sg,F
051572d613e0491a6ee02e3d5baece1072d3763d,Seymour Kong,zxcvbn1682,seymour.kong.2012@sis.smu.edu.sg,M
05123b3e6621a867db680cad8d894b5bb241aad5,Seth Kong,zxcvbn1681,seth.kong.2012@sis.smu.edu.sg,M
0b1ed362fc7eeafb2da70fd625390a1ab82ed8e4,Selma LAM,zxcvbn2205,selma.lam.2010@sis.smu.edu.sg,F
101fced29d8cf387396cf21d1f94663030cb5f10,Seetha Pillay,qwerty694,seetha.pillay.2013@business.smu.edu.sg,F
050cacb48d215c00db826b27d6d8622e210a1cf1,Sebastian Kong,zxcvbn1680,sebastian.kong.2013@sis.smu.edu.sg,M
0506e91fc24d3064fb283a836f6636a2e1cfd9e5,Sean Kong,zxcvbn1679,sean.kong.2013@sis.smu.edu.sg,M
0505285276025c85ef270057d52c47a503f762f1,Seamus Kong,zxcvbn1678,seamus.kong.2013@sis.smu.edu.sg,M
050337e1ef8fd1864db4ecb8ef5c5f849029d04c,Scott Kong,zxcvbn1677,scott.kong.2013@sis.smu.edu.sg,M
101da9a66055b32db0b11780e2745a104215719f,Sayali Pillay,qwerty693,sayali.pillay.2013@business.smu.edu.sg,F
101d901754ee08cb184e2ab0d9a0175d5cd64bdb,Saurav Pillay,qwerty692,saurav.pillay.2013@business.smu.edu.sg,F
101b9077666ee55d862ac43560361ac7272ef46c,Saumya Pillay,qwerty691,saumya.pillay.2013@business.smu.edu.sg,F
05023f81140c9cc43a0e4690c231ab4f8ba9035f,Saul Kong,zxcvbn1676,saul.kong.2014@sis.smu.edu.sg,M
101956f371cfee2330cdca2427f953dbd23793a7,Satyanarayana Pillay,qwerty690,satyanarayana.pillay.2013@business.smu.edu.sg,F
1017a6af1a4deb8cec0fed63b51201b43a99996f,Satya Pillay,qwerty689,satya.pillay.2013@business.smu.edu.sg,F
10179016f84ee039d86bac7ff74e0fca4211a41b,Sarwagya Pillay,qwerty688,sarwagya.pillay.2013@business.smu.edu.sg,F
121c23ff1016fae4c6ac8f29344434198347f97c,Saravanan Pillay,qwerty863,saravanan.pillay.2013@business.smu.edu.sg,F
121bcf9de6072edb5f7113bce8d20c5f65197f6d,Saravanan kumar Pillay,qwerty862,saravanan kumar.pillay.2013@business.smu.edu.sg,F
101112dacc99c2955bf05828ff1c69d54a999c88,Sarasvati Pillay,qwerty687,sarasvati.pillay.2013@business.smu.edu.sg,F
0034058f7a61ea75871f20dabbe4711963670e2e,Sarah WONG,zxcvbn1257,sarah.wong.2014@law.smu.edu.sg,F
0b1a4746381f165abde26fc26e4ed07051ffb151,Sarah LAM,zxcvbn2204,sarah.lam.2011@sis.smu.edu.sg,F
0b18df1dc6b88538b441916d7d468397a3a3c534,Sara LAM,zxcvbn2203,sara.lam.2012@sis.smu.edu.sg,F
0b17434d5f83aadd9fed229d5508eacf8bf4c9f2,Saphir LAM,zxcvbn2202,saphir.lam.2013@sis.smu.edu.sg,F
100f94fd522194a1161fc508b450050438de22e9,Sapan Pillay,qwerty686,sapan.pillay.2014@business.smu.edu.sg,F
100a7d96f9f4e5716c04863a69560ce1e8901fe7,Santhosh Pillay,qwerty685,santhosh.pillay.2014@business.smu.edu.sg,F
100738e1d424985ed47b21f35652f08346d9bcf9,Santhanalakshmi Pillay,qwerty684,santhanalakshmi.pillay.2010@business.smu.edu.sg,F
1002df328e2ab5aac5704d761224f7215da90ed8,Sankalp Pillay,qwerty683,sankalp.pillay.2011@business.smu.edu.sg,F
0fff9189e93c44eefa0221ded97a05c6cfac015f,Sanjay Pillay,qwerty682,sanjay.pillay.2012@business.smu.edu.sg,F
04fe57661d560b4ea35b4564a786a51be8bb40ed,Sanford Kong,zxcvbn1675,sanford.kong.2014@sis.smu.edu.sg,M
04f4f59d0550744b7088c4c63c6adee5a934910a,Sandy Kong,zxcvbn1674,sandy.kong.2010@sis.smu.edu.sg,M
0b13c41567e605e29128234fba83ddc746206b0b,Sandra LAM,zxcvbn2201,sandra.lam.2013@sis.smu.edu.sg,F
0ffeea5708c4ea03b5056a047b3ad3a4ca45b8c1,Samyukta Pillay,qwerty681,samyukta.pillay.2010@business.smu.edu.sg,F
04f3fd74053e21ae7e432e9e53f0de5329600bc9,Samuel Kong,zxcvbn1673,samuel.kong.2011@sis.smu.edu.sg,M
007fafd8763ff46c21e9bd07117e0d31eb41d1a6,Samuel Fan,zxcvbn1278,samuel.fan.2012@economics.smu.edu.sg,M
04f1eb2bd760c2b6a9942fd078c4ad5238e39077,Samson Kong,zxcvbn1672,samson.kong.2011@sis.smu.edu.sg,M
04efb7e14146f7dde953c9620fa80807f3943cc0,Sampson Kong,zxcvbn1671,sampson.kong.2012@sis.smu.edu.sg,M
0ffe9ea3c75335f3f98adb8727fc2bc22f5f2841,Sampada Pillay,qwerty680,sampada.pillay.2011@business.smu.edu.sg,F
0ffddc7a7dea000d7fb99cd22d6ed719e6e5a8a2,Samir Pillay,qwerty679,samir.pillay.2012@business.smu.edu.sg,F
0ffda376ae6abd2ad9e3257f8c8a36e24cc21371,Sameer Pillay,qwerty678,sameer.pillay.2010@business.smu.edu.sg,F
0ffd8d9970e352a9b5d52109560364852a0cef41,Samarchita Pillay,qwerty677,samarchita.pillay.2011@business.smu.edu.sg,F
0b135442852db7b6f41019deac10da468b446d0f,Salomea LAM,zxcvbn2200,salomea.lam.2013@sis.smu.edu.sg,F
0b118f9b6096599d8e5253dc7bba92d04d86fd12,Salome LAM,zxcvbn2199,salome.lam.2014@sis.smu.edu.sg,F
0b09bb926b086b26209e6fcbe559a7ffd9aac16a,Sally LAM,zxcvbn2198,sally.lam.2014@sis.smu.edu.sg,F
0ffc018394e0101e6765973061fe325b7d52c364,Saket Pillay,qwerty676,saket.pillay.2012@business.smu.edu.sg,F
0ff713efe4bf730c12ab46e8243c6d149613fb16,Sagnik Pillay,qwerty675,sagnik.pillay.2010@business.smu.edu.sg,F
0b0979647852689958d5785fea36e80672a6c28b,Sadie LAM,zxcvbn2197,sadie.lam.2014@sis.smu.edu.sg,F
0ff42e8a5db3a4c7043fd2bd6a4b59e9816bffd0,Sadhana Pillay,qwerty674,sadhana.pillay.2011@business.smu.edu.sg,F
0ff41f17e6203e9c027f5269d85368e31f680dc2,Sachita Pillay,qwerty673,sachita.pillay.2012@business.smu.edu.sg,F
0feea63efbe2e443a499f026b7ef51a35fc9b5a5,Sachin Pillay,qwerty672,sachin.pillay.2013@business.smu.edu.sg,F
0fed0eb5541cab700a49c19547d4d7a18fb74f4a,Sabyasachi Pillay,qwerty671,sabyasachi.pillay.2013@business.smu.edu.sg,F
04ec1b507ad16f5d892c4106e11ad4a94b10c126,Ryan Kong,zxcvbn1670,ryan.kong.2013@sis.smu.edu.sg,M
0afda4795ef14aa35c07d50e501cd7086752431e,Ruth LAM,zxcvbn2196,ruth.lam.2013@sis.smu.edu.sg,F
04e8b1cf28ec007d689c07dba7a191d193cfff9e,Russell Kong,zxcvbn1669,russell.kong.2013@sis.smu.edu.sg,M
04e7380b0c96a157ab120ca98a5a4caf4f34bcd6,Russel Kong,zxcvbn1668,russel.kong.2013@sis.smu.edu.sg,M
04e6043385b09fa8445723d98a823f0a4a4decc6,Rupert Kong,zxcvbn1667,rupert.kong.2013@sis.smu.edu.sg,M
0fe953e55a99e017ffe13b8429c0d0c387f3eaec,Rukmani Pillay,qwerty670,rukmani.pillay.2013@business.smu.edu.sg,F
0fd6fcfc3852023fbbe09b3f1239018d66527eae,Rugmani Pillay,qwerty669,rugmani.pillay.2013@business.smu.edu.sg,F
04dba5d24061689e042902f8502f50331e930aeb,Rufus Kong,zxcvbn1666,rufus.kong.2014@sis.smu.edu.sg,M
0fd1c22c9a106a30d216a35bafe907d243df94e9,Rudra Pillay,qwerty668,rudra.pillay.2013@business.smu.edu.sg,F
04d99c5d21447d6a7980b1200e3646fe521c63c6,Rudoph Kong,zxcvbn1665,rudoph.kong.2010@sis.smu.edu.sg,M
04db4df3579306747da775f8409e9a1d2aa967a5,Rudolf Kong,zxcvbn1664,rudolf.kong.2014@sis.smu.edu.sg,M
0fd02c61daba30f9fe4df4509101f9c0c9fd12fd,Ruchi Pillay,qwerty667,ruchi.pillay.2013@business.smu.edu.sg,F
0fcefbe03fab62ff03f64f4370ac19272aa47ad0,Rucha Pillay,qwerty666,rucha.pillay.2013@business.smu.edu.sg,F
0afd3ad04acdc137384fc2c17a627b7efb8ebddb,Ruby LAM,zxcvbn2195,ruby.lam.2011@sis.smu.edu.sg,F
007e6b8d8d2b3a838cad812b8f526dc1d64a37ba,Royston Fan,zxcvbn1277,royston.fan.2013@economics.smu.edu.sg,M
0032a2d98d4dc63108f8dffb12667b303c4c5755,Roy WONG,zxcvbn1252,roy.wong.2011@law.smu.edu.sg,M
04d68e8f77d223b3f4dc17dffed618a59a94512c,Roy Kong,zxcvbn1663,roy.kong.2011@sis.smu.edu.sg,M
0afaa58a3083c0d31c6d5fb012979d6c422ad55c,Roxane LAM,zxcvbn2194,roxane.lam.2010@sis.smu.edu.sg,F
0af9a117de45fdf209e77721817ad3cbfb8bd29f,Rowena LAM,zxcvbn2193,rowena.lam.2011@sis.smu.edu.sg,F
04cb152794fb76bb6e90dc7932608a5628fa6495,Ross Kong,zxcvbn1662,ross.kong.2011@sis.smu.edu.sg,M
0af6d13f432d4c1b0f11e0c303c5c0ac12653380,Roslyn LAM,zxcvbn2192,roslyn.lam.2012@sis.smu.edu.sg,F
0af4d689c6fc7acf2c0362af6d42aa7cfea1cef7,Rosita LAM,zxcvbn2191,rosita.lam.2013@sis.smu.edu.sg,F
0fce6f163634800394e32d0a4f2f472a62daaf8c,Roshini Pillay,qwerty665,roshini.pillay.2013@business.smu.edu.sg,F
0af1aef68535038d76c8fab8d6654f0564b9c25a,Rosemary LAM,zxcvbn2190,rosemary.lam.2013@sis.smu.edu.sg,F
0aebe66677450c7c4fb7026092a669633f3c4793,Rose LAM,zxcvbn2189,rose.lam.2013@sis.smu.edu.sg,F
0aea4c3eab36fb55eee4aba6f2962a4a2f90a686,Rosanne LAM,zxcvbn2188,rosanne.lam.2014@sis.smu.edu.sg,F
0aea0c37b1528aae49e518eca35d577f4e2413db,Rosamund LAM,zxcvbn2187,rosamund.lam.2014@sis.smu.edu.sg,F
0ae8cab83b6fb063608eb09184872d86c217eb44,Rosamond LAM,zxcvbn2186,rosamond.lam.2014@sis.smu.edu.sg,F
0ae79e45b232b63e21b575a320bc2f94093e49c1,Rosalind LAM,zxcvbn2185,rosalind.lam.2014@sis.smu.edu.sg,F
0ae29fa8b5fb923ede96407a3d06c187afbd4014,Rosalie LAM,zxcvbn2184,rosalie.lam.2013@sis.smu.edu.sg,F
0adc2bd1494f10cbba54a7da504f23aae4410743,Rosalia LAM,zxcvbn2183,rosalia.lam.2011@sis.smu.edu.sg,F
0adb6e5802d78e9036457520a495e7a4e94c9bef,Rosalba LAM,zxcvbn2182,rosalba.lam.2010@sis.smu.edu.sg,F
0adb5ded1992d184bf1c5001668871aa038830f1,Rosa LAM,zxcvbn2181,rosa.lam.2011@sis.smu.edu.sg,F
04cad10709ff5d7b98f53320f6b7df8f602b52b3,Ronald Kong,zxcvbn1661,ronald.kong.2012@sis.smu.edu.sg,M
0fc955c545b420b94a70483f627d507b510a539c,Romil Pillay,qwerty664,romil.pillay.2013@business.smu.edu.sg,F
04cab8d919a88b7850ad3a7d593965ba90194ada,Roland Kong,zxcvbn1660,roland.kong.2012@sis.smu.edu.sg,M
0fc8f18e30050e5308b090695450515394ad1607,Rohit Pillay,qwerty663,rohit.pillay.2013@business.smu.edu.sg,F
0fc7694228b2c585a66cd5d7c46dcfa69f6a8624,Rohan Pillay,qwerty662,rohan.pillay.2013@business.smu.edu.sg,F
04c6eb255d7548afea89ea006f0a4fda45a5c946,Roger Kong,zxcvbn1659,roger.kong.2013@sis.smu.edu.sg,M
04c68c891d982111faa6d2ad9dcfd9c9e6c83b16,Rodney Kong,zxcvbn1658,rodney.kong.2013@sis.smu.edu.sg,M
04c588d3c81aed65cba911498fa87b318fd075ef,Roderick Kong,zxcvbn1657,roderick.kong.2013@sis.smu.edu.sg,M
04c4f7755fc571b5761636c237b3eba439a0d8d4,Roderic Kong,zxcvbn1656,roderic.kong.2013@sis.smu.edu.sg,M
04c47a562ba59c96b01427049ba5729b0afafc4c,Rock Kong,zxcvbn1655,rock.kong.2014@sis.smu.edu.sg,M
04c2fbfde2ec5b3b980f9c5b8c7604c2a8289450,Roch Kong,zxcvbn1654,roch.kong.2014@sis.smu.edu.sg,M
04c18e0fb8c1a5410ac91b53d04e72f757548faa,Robin Kong,zxcvbn1653,robin.kong.2010@sis.smu.edu.sg,M
0ad8c583ff1ba118f1c2944d361caa7b642089ba,Roberta LAM,zxcvbn2180,roberta.lam.2012@sis.smu.edu.sg,F
04c0e25cc4d5057cc6d70055bd7a606b1b7e06e5,Robert Kong,zxcvbn1652,robert.kong.2011@sis.smu.edu.sg,M
0ad7d81baea3680cdf10f747b8ce86515cc28a59,Rita LAM,zxcvbn2179,rita.lam.2013@sis.smu.edu.sg,F
0fc463b52ecd522ddac59416df92f431a6195a7c,Rishikesh Pillay,qwerty661,rishikesh.pillay.2013@business.smu.edu.sg,F
0fc35087b44fbdb180b082c87899f5f8fc059543,Rishi Pillay,qwerty660,rishi.pillay.2013@business.smu.edu.sg,F
